Simulation Time,No of Clients,Total Requests,Hop Reduction,Cache Hit Ratio,Latency,Feedback Scores
2025-05-11 14:50:02,7,2,0.6875,0.0,0.045136407553857366,"['highly_like', 'dislike', 'highly_like', 'highly_dislike', 'dislike', 'like', 'highly_like', 'like']"
2025-05-11 14:50:02,8,5,0.6875,0.0,0.003859337374054106,"['highly_dislike', 'highly_dislike', 'like', 'like', 'neutral', 'neutral', 'neutral', 'highly_like']"
2025-05-11 14:50:02,7,8,0.6875,0.0,0.003023525106491902,"['dislike', 'dislike', 'highly_like', 'dislike', 'highly_like', 'highly_dislike', 'like', 'like']"
2025-05-11 14:50:03,7,10,0.6875,0.0,0.003082982515301207,"['like', 'highly_dislike', 'like', 'highly_dislike', 'like', 'like', 'neutral', 'like']"
2025-05-11 14:50:03,7,14,0.6875,0.0,0.003116815803343605,"['dislike', 'neutral', 'like', 'highly_dislike', 'highly_like', 'like', 'like', 'neutral']"
2025-05-11 14:50:03,7,18,0.6875,0.0,0.004733531831603556,"['like', 'highly_dislike', 'neutral', 'like', 'highly_like', 'highly_dislike', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:03,8,22,0.6875,0.0,0.003907452808966549,"['highly_like', 'like', 'neutral', 'highly_like', 'neutral', 'highly_like', 'highly_dislike', 'highly_like']"
2025-05-11 14:50:03,7,26,0.6875,0.0,0.000744806541454291,"['highly_like', 'dislike', 'dislike', 'highly_dislike', 'highly_like', 'dislike', 'like', 'highly_like']"
2025-05-11 14:50:03,8,29,0.6875,0.0,0.001050554484909324,"['dislike', 'highly_dislike', 'highly_like', 'like', 'like', 'highly_dislike', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:03,7,33,0.6875,0.0,0.0028394067532612416,"['highly_dislike', 'highly_dislike', 'neutral', 'highly_dislike', 'neutral', 'highly_dislike', 'neutral', 'dislike']"
2025-05-11 14:50:03,7,37,0.6875,0.0,0.0017671685417331605,"['highly_like', 'neutral', 'neutral', 'highly_like', 'neutral', 'like', 'like', 'dislike']"
2025-05-11 14:50:03,6,39,0.6875,0.0,0.0003241018914147435,"['highly_like', 'like', 'neutral', 'highly_dislike', 'dislike', 'like', 'dislike', 'neutral']"
2025-05-11 14:50:03,7,42,0.6875,0.0,0.002297025580412917,"['dislike', 'like', 'like', 'neutral', 'neutral', 'neutral', 'highly_like', 'neutral']"
2025-05-11 14:50:03,7,45,0.6875,2.2222222222222223,0.0007102269766414054,"['neutral', 'neutral', 'highly_dislike', 'neutral', 'dislike', 'highly_like', 'dislike', 'dislike']"
2025-05-11 14:50:03,7,48,0.6875,2.083333333333333,0.0011059191292857018,"['like', 'highly_dislike', 'neutral', 'highly_like', 'like', 'highly_like', 'dislike', 'highly_dislike']"
2025-05-11 14:50:03,7,52,0.6875,1.9230769230769231,0.0007622008748988339,"['neutral', 'highly_like', 'neutral', 'neutral', 'neutral', 'dislike', 'neutral', 'highly_like']"
2025-05-11 14:50:03,8,56,0.6875,1.7857142857142856,0.0015619520407675394,"['highly_dislike', 'like', 'neutral', 'like', 'highly_dislike', 'highly_dislike', 'highly_like', 'neutral']"
2025-05-11 14:50:03,7,60,0.6875,3.3333333333333335,0.001177320993002406,"['dislike', 'like', 'highly_dislike', 'highly_dislike', 'highly_dislike', 'dislike', 'neutral', 'highly_dislike']"
2025-05-11 14:50:03,7,64,0.6875,3.125,0.00039592823647522084,"['highly_like', 'neutral', 'highly_like', 'like', 'highly_dislike', 'highly_like', 'like', 'like']"
2025-05-11 14:50:03,8,67,0.6875,2.9850746268656714,0.00015480452348712198,"['dislike', 'neutral', 'highly_like', 'dislike', 'dislike', 'highly_dislike', 'dislike', 'neutral']"
2025-05-11 14:50:03,7,70,0.6875,4.285714285714286,0.0009357708230361249,"['neutral', 'like', 'highly_like', 'like', 'dislike', 'highly_dislike', 'neutral', 'highly_dislike']"
2025-05-11 14:50:03,7,73,0.6875,4.10958904109589,0.0010320036122913971,"['dislike', 'highly_like', 'highly_like', 'neutral', 'like', 'like', 'dislike', 'highly_like']"
2025-05-11 14:50:03,4,77,0.6875,3.896103896103896,0.0009178971072551966,"['like', 'highly_like', 'like', 'highly_dislike', 'highly_dislike', 'dislike', 'highly_like', 'like']"
2025-05-11 14:50:03,7,81,0.6875,3.7037037037037033,0.0011872185696489177,"['highly_dislike', 'highly_like', 'neutral', 'highly_dislike', 'highly_like', 'like', 'like', 'highly_dislike']"
2025-05-11 14:50:03,8,84,0.6875,3.571428571428571,0.0008720710638855016,"['highly_dislike', 'dislike', 'dislike', 'highly_dislike', 'like', 'dislike', 'highly_dislike', 'neutral']"
2025-05-11 14:50:03,8,88,0.6875,3.4090909090909087,0.0008010754545153285,"['highly_like', 'like', 'dislike', 'neutral', 'like', 'highly_dislike', 'highly_like', 'like']"
2025-05-11 14:50:03,7,92,0.6875,3.260869565217391,0.0005235575077428711,"['like', 'like', 'highly_dislike', 'highly_dislike', 'neutral', 'highly_dislike', 'highly_like', 'like']"
2025-05-11 14:50:03,8,95,0.6875,3.1578947368421053,0.0010041983321926438,"['dislike', 'dislike', 'highly_dislike', 'highly_dislike', 'like', 'like', 'dislike', 'like']"
2025-05-11 14:50:03,8,97,0.6875,4.123711340206185,0.0006897518391741381,"['like', 'highly_dislike', 'highly_like', 'dislike', 'highly_like', 'highly_dislike', 'highly_dislike', 'neutral']"
2025-05-11 14:50:03,8,99,0.6875,5.05050505050505,0.00019814794472892066,"['like', 'neutral', 'neutral', 'neutral', 'neutral', 'highly_dislike', 'like', 'dislike']"
2025-05-11 14:50:03,7,102,0.6875,4.901960784313726,0.00022092385381207685,"['like', 'neutral', 'highly_like', 'highly_dislike', 'like', 'neutral', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:03,6,104,0.6875,4.807692307692308,0.0005034554010290424,"['highly_dislike', 'highly_dislike', 'like', 'highly_dislike', 'highly_like', 'like', 'highly_like', 'neutral']"
2025-05-11 14:50:03,8,107,0.6875,4.672897196261682,0.00030045450791417824,"['highly_dislike', 'highly_like', 'dislike', 'highly_like', 'highly_dislike', 'highly_like', 'neutral', 'like']"
2025-05-11 14:50:03,6,110,0.6875,4.545454545454546,0.00013120605162488628,"['dislike', 'highly_dislike', 'neutral', 'like', 'neutral', 'highly_dislike', 'like', 'highly_dislike']"
2025-05-11 14:50:03,8,113,0.6875,4.424778761061947,0.00024207708067060948,"['dislike', 'like', 'highly_dislike', 'like', 'dislike', 'highly_like', 'neutral', 'like']"
2025-05-11 14:50:03,7,116,0.6875,4.310344827586207,0.0008235322651866475,"['dislike', 'dislike', 'neutral', 'like', 'neutral', 'highly_like', 'highly_like', 'highly_dislike']"
2025-05-11 14:50:03,8,119,0.6875,4.201680672268908,0.0007522256159812984,"['highly_dislike', 'highly_dislike', 'highly_like', 'highly_like', 'neutral', 'highly_like', 'dislike', 'neutral']"
2025-05-11 14:50:03,7,123,0.6875,4.0650406504065035,0.000404108227789704,"['dislike', 'like', 'highly_like', 'highly_dislike', 'highly_like', 'neutral', 'neutral', 'dislike']"
